locus_tag	ftype	length_bp	gene	EC_number	COG	product
IAHGPBAK_00048	CDS	1272	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
IAHGPBAK_00049	CDS	1323	tig	5.2.1.8	COG0544	Trigger factor
IAHGPBAK_00050	CDS	1191	tuf			Elongation factor Tu
IAHGPBAK_00051	CDS	834				hypothetical protein
IAHGPBAK_00052	CDS	1785	rnj2	3.1.-.-		Ribonuclease J 2
IAHGPBAK_00053	CDS	270	rpsO		COG0184	30S ribosomal protein S15
IAHGPBAK_00054	CDS	252	rpsT		COG0268	30S ribosomal protein S20
IAHGPBAK_00055	CDS	987	yqeN		COG1466	putative protein YqeN
IAHGPBAK_00056	CDS	2289	comEC		COG0658	ComE operon protein 3
IAHGPBAK_00057	CDS	714	comEA		COG1555	ComE operon protein 1
IAHGPBAK_00058	CDS	1044	ylbL		COG3480	putative protein YlbL
IAHGPBAK_00059	CDS	495	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
IAHGPBAK_00060	CDS	555	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
IAHGPBAK_00061	CDS	345				hypothetical protein
IAHGPBAK_00062	CDS	1194	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
IAHGPBAK_00063	CDS	1842	typA		COG1217	GTP-binding protein TypA/BipA
IAHGPBAK_00064	CDS	546	def2	3.5.1.88	COG0242	Peptide deformylase 2
IAHGPBAK_00065	CDS	225				hypothetical protein
IAHGPBAK_00066	CDS	1680	rnj1	3.1.-.-		Ribonuclease J 1
IAHGPBAK_00067	CDS	948	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
IAHGPBAK_00068	CDS	417				hypothetical protein
IAHGPBAK_00069	CDS	792				hypothetical protein
IAHGPBAK_00070	CDS	708	natA_1	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
IAHGPBAK_00071	CDS	189				hypothetical protein
IAHGPBAK_00072	CDS	2562	yloB	7.2.2.10	COG0474	Calcium-transporting ATPase
IAHGPBAK_00073	CDS	381				hypothetical protein
IAHGPBAK_00074	CDS	1203				hypothetical protein
IAHGPBAK_00075	CDS	561	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
IAHGPBAK_00076	CDS	393				hypothetical protein
IAHGPBAK_00077	CDS	2439	spoIIIE		COG1674	DNA translocase SpoIIIE
IAHGPBAK_00078	CDS	729	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IAHGPBAK_00079	CDS	1071				hypothetical protein
IAHGPBAK_00080	CDS	561	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
IAHGPBAK_00081	CDS	1176	opuCA	7.6.2.9	COG1125	Carnitine transport ATP-binding protein OpuCA
IAHGPBAK_00082	CDS	624	opuCB		COG1174	Carnitine transport permease protein OpuCB
IAHGPBAK_00083	CDS	936	opuCC_1		COG1732	Carnitine transport binding protein OpuCC
IAHGPBAK_00084	CDS	660	opuCD		COG1174	Carnitine transport permease protein OpuCD
IAHGPBAK_00085	CDS	1113	recA		COG0468	Protein RecA
IAHGPBAK_00086	CDS	1632	rny	3.1.-.-	COG1418	Ribonuclease Y
IAHGPBAK_00087	CDS	996				hypothetical protein
IAHGPBAK_00088	CDS	1806				hypothetical protein
IAHGPBAK_00089	CDS	1158	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
IAHGPBAK_00090	CDS	663	yigZ		COG1739	IMPACT family member YigZ
IAHGPBAK_00091	CDS	1284	comFA	3.6.4.12	COG4098	ComF operon protein 1
IAHGPBAK_00092	CDS	690				hypothetical protein
IAHGPBAK_00093	CDS	549	hpf			Ribosome hibernation promotion factor
IAHGPBAK_00094	CDS	2400	secA		COG0653	Protein translocase subunit SecA
IAHGPBAK_00095	CDS	120				hypothetical protein
IAHGPBAK_00096	CDS	999	prfB			Peptide chain release factor 2
IAHGPBAK_00097	CDS	285				hypothetical protein
IAHGPBAK_00098	CDS	963	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
IAHGPBAK_00099	CDS	837	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
IAHGPBAK_00100	CDS	1020	gpsA_1	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
IAHGPBAK_00101	CDS	930	trxB	1.8.1.9	COG0492	Thioredoxin reductase
IAHGPBAK_00102	CDS	1725	pgcA	5.4.2.2		Phosphoglucomutase
IAHGPBAK_00103	CDS	2043	uvrB		COG0556	UvrABC system protein B
IAHGPBAK_00104	CDS	729	ade	3.5.4.2	COG1001	Adenine deaminase
IAHGPBAK_00105	CDS	918	hdfR_1			HTH-type transcriptional regulator HdfR
IAHGPBAK_00106	CDS	1254				hypothetical protein
IAHGPBAK_00107	CDS	1482	ifcA_1	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
IAHGPBAK_00108	CDS	1176				hypothetical protein
IAHGPBAK_00109	CDS	1443	ifcA_2	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
IAHGPBAK_00110	CDS	900				hypothetical protein
IAHGPBAK_00111	CDS	2721	dgaR_1			Transcriptional regulatory protein DagR
IAHGPBAK_00112	CDS	495	sorB_1	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
IAHGPBAK_00113	CDS	792	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
IAHGPBAK_00114	CDS	819	manZ_1		COG3716	PTS system mannose-specific EIID component
IAHGPBAK_00115	CDS	405				hypothetical protein
IAHGPBAK_00116	CDS	1125				hypothetical protein
IAHGPBAK_00117	CDS	993	guaC	1.7.1.7	COG0516	GMP reductase
IAHGPBAK_00118	CDS	1290	purA_1	6.3.4.4	COG0104	Adenylosuccinate synthetase
IAHGPBAK_00119	CDS	1296	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
IAHGPBAK_00120	CDS	459				hypothetical protein
IAHGPBAK_00121	CDS	729				hypothetical protein
IAHGPBAK_00122	CDS	843				hypothetical protein
IAHGPBAK_00123	CDS	747	yofA_1		COG0583	HTH-type transcriptional regulator YofA
IAHGPBAK_00124	CDS	1020	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
IAHGPBAK_00125	CDS	657	thiE	2.5.1.3		Thiamine-phosphate synthase
IAHGPBAK_00126	CDS	804	thiD_1	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
IAHGPBAK_00127	CDS	789	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
IAHGPBAK_00128	CDS	663	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
IAHGPBAK_00129	CDS	669	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
IAHGPBAK_00130	CDS	813	thiD_2	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
IAHGPBAK_00131	CDS	942	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
IAHGPBAK_00132	CDS	1020				hypothetical protein
IAHGPBAK_00133	CDS	1263	rpoN		COG1508	RNA polymerase sigma-54 factor
IAHGPBAK_00134	CDS	1116				hypothetical protein
IAHGPBAK_00135	CDS	2154				hypothetical protein
IAHGPBAK_00136	CDS	828	manZ_2		COG3716	PTS system mannose-specific EIID component
IAHGPBAK_00137	CDS	825	sorC_1		COG3715	PTS system sorbose-specific EIIC component
IAHGPBAK_00138	CDS	498		2.7.1.-		putative phosphotransferase enzyme IIB component
IAHGPBAK_00139	CDS	417				hypothetical protein
IAHGPBAK_00140	CDS	2562	norR			Anaerobic nitric oxide reductase transcription regulator NorR
IAHGPBAK_00141	CDS	972				hypothetical protein
IAHGPBAK_00142	CDS	972				hypothetical protein
IAHGPBAK_00143	CDS	855				hypothetical protein
IAHGPBAK_00144	CDS	804	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IAHGPBAK_00145	CDS	486				hypothetical protein
IAHGPBAK_00146	CDS	1362	emrY			putative multidrug resistance protein EmrY
IAHGPBAK_00147	CDS	1863	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
IAHGPBAK_00148	CDS	531	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
IAHGPBAK_00149	CDS	660	rpe_1	5.1.3.1		Ribulose-phosphate 3-epimerase
IAHGPBAK_00150	CDS	987	purR_1		COG1609	HTH-type transcriptional repressor PurR
IAHGPBAK_00151	CDS	1059	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
IAHGPBAK_00152	CDS	816	manZ_3		COG3716	PTS system mannose-specific EIID component
IAHGPBAK_00153	CDS	804				hypothetical protein
IAHGPBAK_00154	CDS	483	manX_1	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
IAHGPBAK_00155	CDS	420	manX_2	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
IAHGPBAK_00156	CDS	1500				hypothetical protein
IAHGPBAK_00157	CDS	945	dapX_1	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
IAHGPBAK_00158	CDS	495	tpx	1.11.1.15	COG2077	Thiol peroxidase
IAHGPBAK_00159	CDS	153				hypothetical protein
IAHGPBAK_00160	CDS	1023	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
IAHGPBAK_00161	CDS	501				hypothetical protein
IAHGPBAK_00162	CDS	1845	aspS	6.1.1.12		Aspartate--tRNA ligase
IAHGPBAK_00163	CDS	1287	hisS	6.1.1.21		Histidine--tRNA ligase
IAHGPBAK_00164	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
IAHGPBAK_00165	CDS	2238	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
IAHGPBAK_00166	CDS	354				hypothetical protein
IAHGPBAK_00167	CDS	945	prmA	2.1.1.-		Ribosomal protein L11 methyltransferase
IAHGPBAK_00168	CDS	501	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
IAHGPBAK_00169	CDS	948	lsrR		COG2390	Transcriptional regulator LsrR
IAHGPBAK_00170	CDS	549	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
IAHGPBAK_00171	CDS	1539	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
IAHGPBAK_00172	CDS	915	citE_1	4.1.3.6	COG2301	Citrate lyase subunit beta
IAHGPBAK_00173	CDS	297	citD_1		COG3052	Citrate lyase acyl carrier protein
IAHGPBAK_00174	CDS	948	citC_1	6.2.1.22		[Citrate [pro-3S]-lyase] ligase
IAHGPBAK_00175	CDS	798	ydjP	3.-.-.-	COG0596	AB hydrolase superfamily protein YdjP
IAHGPBAK_00176	CDS	1467	yflS_1		COG0471	Putative malate transporter YflS
IAHGPBAK_00177	CDS	699	proA_1	4.1.3.16		4-hydroxy-4-methyl-2-oxoglutarate aldolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase
IAHGPBAK_00178	CDS	930	ldh	1.1.1.27	COG0039	L-lactate dehydrogenase
IAHGPBAK_00179	CDS	1398	fccA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
IAHGPBAK_00180	CDS	1404	fumC	4.2.1.2		Fumarate hydratase class II
IAHGPBAK_00181	CDS	2046	copB	7.2.2.8		Copper-exporting P-type ATPase B
IAHGPBAK_00182	CDS	1209	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
IAHGPBAK_00183	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
IAHGPBAK_00184	CDS	558	frr			Ribosome-recycling factor
IAHGPBAK_00185	CDS	735	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
IAHGPBAK_00186	CDS	798				hypothetical protein
IAHGPBAK_00187	CDS	1257	rasP	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
IAHGPBAK_00188	CDS	1701	proS	6.1.1.15	COG0442	Proline--tRNA ligase
IAHGPBAK_00189	CDS	4308	polC_1	2.7.7.7	COG2176	DNA polymerase III PolC-type
IAHGPBAK_00190	CDS	474	rimP		COG0779	Ribosome maturation factor RimP
IAHGPBAK_00191	CDS	1215	nusA		COG0195	Transcription termination/antitermination protein NusA
IAHGPBAK_00192	CDS	297				hypothetical protein
IAHGPBAK_00193	CDS	312	rplGA		COG1358	putative ribosomal protein YlxQ
IAHGPBAK_00194	CDS	2661	infB			Translation initiation factor IF-2
IAHGPBAK_00195	CDS	363	rbfA			Ribosome-binding factor A
IAHGPBAK_00196	CDS	894	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
IAHGPBAK_00197	CDS	933	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
IAHGPBAK_00198	CDS	1050	hrcA		COG1420	Heat-inducible transcription repressor HrcA
IAHGPBAK_00199	CDS	582	grpE		COG0576	Protein GrpE
IAHGPBAK_00200	CDS	1851	dnaK		COG0443	Chaperone protein DnaK
IAHGPBAK_00201	CDS	1140	dnaJ_1		COG0484	Chaperone protein DnaJ
IAHGPBAK_00202	CDS	1839	lepA_1	3.6.5.-		Elongation factor 4
IAHGPBAK_00203	CDS	579	spsB_1	3.4.21.89	COG0681	Signal peptidase IB
IAHGPBAK_00204	CDS	192				hypothetical protein
IAHGPBAK_00205	CDS	867				hypothetical protein
IAHGPBAK_00206	CDS	705	ytrB_1		COG1131	ABC transporter ATP-binding protein YtrB
IAHGPBAK_00207	CDS	852				hypothetical protein
IAHGPBAK_00208	CDS	705	natA_2	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
IAHGPBAK_00209	CDS	354	ytrA		COG1725	HTH-type transcriptional repressor YtrA
IAHGPBAK_00210	CDS	1245	pepT_1	3.4.11.4	COG2195	Peptidase T
IAHGPBAK_00211	CDS	798			COG0327	GTP cyclohydrolase 1 type 2 
IAHGPBAK_00212	CDS	723	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
IAHGPBAK_00213	CDS	315				hypothetical protein
IAHGPBAK_00214	CDS	441				hypothetical protein
IAHGPBAK_00215	CDS	1206				hypothetical protein
IAHGPBAK_00216	CDS	1122	sigA		COG0568	RNA polymerase sigma factor SigA
IAHGPBAK_00217	CDS	1824	dnaG	2.7.7.-		DNA primase
IAHGPBAK_00218	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
IAHGPBAK_00219	CDS	918	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
IAHGPBAK_00220	CDS	756	recO		COG1381	DNA repair protein RecO
IAHGPBAK_00221	CDS	909	era			GTPase Era
IAHGPBAK_00222	CDS	528	ybeY	3.1.-.-		Endoribonuclease YbeY
IAHGPBAK_00223	CDS	957			COG1702	PhoH-like protein
IAHGPBAK_00224	CDS	444	yqeY		COG1610	putative protein YqeY
IAHGPBAK_00225	CDS	177	rpsU			30S ribosomal protein S21
IAHGPBAK_00226	CDS	828	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
IAHGPBAK_00227	CDS	546	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
IAHGPBAK_00228	CDS	879				hypothetical protein
IAHGPBAK_00229	CDS	432	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
IAHGPBAK_00230	CDS	1011	melR		COG1609	HTH-type transcriptional repressor MelR
IAHGPBAK_00231	CDS	834	manZ_4		COG3716	PTS system mannose-specific EIID component
IAHGPBAK_00232	CDS	831				hypothetical protein
IAHGPBAK_00233	CDS	492	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
IAHGPBAK_00234	CDS	396				hypothetical protein
IAHGPBAK_00235	CDS	957		1.1.1.29		Glycerate dehydrogenase
IAHGPBAK_00236	CDS	717	glvR		COG1737	HTH-type transcriptional regulator GlvR
IAHGPBAK_00237	CDS	1299	licC_1		COG1455	Lichenan permease IIC component
IAHGPBAK_00238	CDS	558				hypothetical protein
IAHGPBAK_00239	CDS	1299				hypothetical protein
IAHGPBAK_00240	CDS	1506				hypothetical protein
IAHGPBAK_00241	CDS	1236				hypothetical protein
IAHGPBAK_00242	CDS	192				hypothetical protein
IAHGPBAK_00243	CDS	1101				hypothetical protein
IAHGPBAK_00244	CDS	528				hypothetical protein
IAHGPBAK_00245	CDS	1077				hypothetical protein
IAHGPBAK_00246	CDS	312				hypothetical protein
IAHGPBAK_00247	CDS	960				hypothetical protein
IAHGPBAK_00248	CDS	354	cadC			Cadmium resistance transcriptional regulatory protein CadC
IAHGPBAK_00249	CDS	618				hypothetical protein
IAHGPBAK_00250	tRNA	75				tRNA-Thr(agt)
IAHGPBAK_00251	CDS	201				hypothetical protein
IAHGPBAK_00252	CDS	702				hypothetical protein
IAHGPBAK_00253	CDS	1200				hypothetical protein
IAHGPBAK_00254	CDS	159				hypothetical protein
IAHGPBAK_00255	CDS	1386	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
IAHGPBAK_00256	CDS	456	rplI			50S ribosomal protein L9
IAHGPBAK_00257	tRNA	74				tRNA-Arg(ccg)
IAHGPBAK_00258	CDS	1032	cggR		COG2390	Central glycolytic genes regulator
IAHGPBAK_00259	CDS	1017	gapA1	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase 1
IAHGPBAK_00260	CDS	1212	pgk	2.7.2.3		Phosphoglycerate kinase
IAHGPBAK_00261	CDS	756	tpiA	5.3.1.1		Triosephosphate isomerase
IAHGPBAK_00262	CDS	471				hypothetical protein
IAHGPBAK_00263	CDS	582				hypothetical protein
IAHGPBAK_00264	CDS	612				hypothetical protein
IAHGPBAK_00265	CDS	576				hypothetical protein
IAHGPBAK_00266	CDS	900	ytbE_1	1.-.-.-	COG0656	putative oxidoreductase YtbE
IAHGPBAK_00267	CDS	396	adhR_1		COG0789	HTH-type transcriptional regulator AdhR
IAHGPBAK_00268	CDS	1569	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
IAHGPBAK_00269	CDS	1230				hypothetical protein
IAHGPBAK_00270	CDS	522				hypothetical protein
IAHGPBAK_00271	CDS	876	ywpJ	3.1.3.-	COG0561	Phosphatase YwpJ
IAHGPBAK_00272	CDS	696	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
IAHGPBAK_00273	CDS	990	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
IAHGPBAK_00274	CDS	477	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
IAHGPBAK_00275	CDS	534	polC_2	2.7.7.7	COG2176	DNA polymerase III PolC-type
IAHGPBAK_00276	CDS	900	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
IAHGPBAK_00277	CDS	846	dacA_1	2.7.7.85	COG1624	Diadenylate cyclase
IAHGPBAK_00278	CDS	975	cdaR		COG4856	CdaA regulatory protein CdaR
IAHGPBAK_00279	CDS	1353	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
IAHGPBAK_00280	CDS	1812	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
IAHGPBAK_00281	CDS	816		3.1.3.-		Putative phosphatase
IAHGPBAK_00282	CDS	1347	dnaB		COG3611	Replication initiation and membrane attachment protein
IAHGPBAK_00283	CDS	903	dnaI		COG1484	Primosomal protein DnaI
IAHGPBAK_00284	CDS	1935	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
IAHGPBAK_00285	CDS	738	glnQ_1			Glutamine transport ATP-binding protein GlnQ
IAHGPBAK_00286	CDS	819	glnH_1		COG0834	ABC transporter glutamine-binding protein GlnH
IAHGPBAK_00287	CDS	639	glnM_1		COG0765	putative glutamine ABC transporter permease protein GlnM
IAHGPBAK_00288	CDS	657	glnP_1		COG0765	putative glutamine ABC transporter permease protein GlnP
IAHGPBAK_00289	CDS	510	infC			Translation initiation factor IF-3
IAHGPBAK_00290	CDS	201	rpmI		COG0291	50S ribosomal protein L35
IAHGPBAK_00291	CDS	357	rplT		COG0292	50S ribosomal protein L20
IAHGPBAK_00292	CDS	525	gph	3.1.3.18		Phosphoglycolate phosphatase
IAHGPBAK_00293	CDS	1116	yqeH		COG1161	putative protein YqeH
IAHGPBAK_00294	CDS	642	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
IAHGPBAK_00295	CDS	600				hypothetical protein
IAHGPBAK_00296	CDS	348	rsfS		COG0799	Ribosomal silencing factor RsfS
IAHGPBAK_00297	CDS	1155	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
IAHGPBAK_00298	CDS	567				hypothetical protein
IAHGPBAK_00299	CDS	714	arlR		COG0745	Response regulator ArlR
IAHGPBAK_00300	CDS	1563	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
IAHGPBAK_00301	CDS	972	yidC			Membrane protein insertase YidC
IAHGPBAK_00302	CDS	330	yccX	3.6.1.7		Acylphosphatase
IAHGPBAK_00303	CDS	768	trmH	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
IAHGPBAK_00304	CDS	351	yodB		COG1733	HTH-type transcriptional regulator YodB
IAHGPBAK_00305	CDS	1050	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
IAHGPBAK_00306	CDS	429	lacA	5.3.1.26		Galactose-6-phosphate isomerase subunit LacA
IAHGPBAK_00307	CDS	576	lacB	5.3.1.26		Galactose-6-phosphate isomerase subunit LacB
IAHGPBAK_00308	CDS	999	hgdH	1.1.1.399	COG1052	(R)-2-hydroxyglutarate dehydrogenase
IAHGPBAK_00309	CDS	717	dasR		COG2188	HTH-type transcriptional repressor DasR
IAHGPBAK_00310	CDS	1164	agaS	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
IAHGPBAK_00311	CDS	489	sorB_3	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
IAHGPBAK_00312	CDS	915				hypothetical protein
IAHGPBAK_00313	CDS	819	manZ_5		COG3716	PTS system mannose-specific EIID component
IAHGPBAK_00314	CDS	402				hypothetical protein
IAHGPBAK_00315	CDS	2019				hypothetical protein
IAHGPBAK_00316	CDS	2700		2.4.1.161	COG1501	Oligosaccharide 4-alpha-D-glucosyltransferase
IAHGPBAK_00317	CDS	993	lacD	4.1.2.40		Tagatose 1,6-diphosphate aldolase
IAHGPBAK_00318	CDS	1161				hypothetical protein
IAHGPBAK_00319	CDS	762				hypothetical protein
IAHGPBAK_00320	CDS	933	lacC_1	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
IAHGPBAK_00321	CDS	1905				hypothetical protein
IAHGPBAK_00322	CDS	117				hypothetical protein
IAHGPBAK_00323	CDS	663				hypothetical protein
IAHGPBAK_00324	CDS	720	nagR_1		COG2188	HTH-type transcriptional repressor NagR
IAHGPBAK_00325	CDS	765	gltX	6.1.1.17		Glutamate--tRNA ligase
IAHGPBAK_00326	CDS	1425	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
IAHGPBAK_00327	CDS	477	mrnC	3.1.26.-		Mini-ribonuclease 3
IAHGPBAK_00328	CDS	756		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
IAHGPBAK_00329	CDS	579				hypothetical protein
IAHGPBAK_00330	CDS	219				hypothetical protein
IAHGPBAK_00331	CDS	171				hypothetical protein
IAHGPBAK_00332	CDS	549	nusG			Transcription termination/antitermination protein NusG
IAHGPBAK_00333	CDS	426	rplK			50S ribosomal protein L11
IAHGPBAK_00334	CDS	693	rplA			50S ribosomal protein L1
